车站ID,名称,路线,序号,经度,纬度
BV09196111,王顶堤立交桥南,50路,4,117.149597,39.094311
BV10895723,天拖大楼,50路,5,117.149556,39.107508
BV11042131,天拖地铁站,50路,6,117.149549,39.111784
BV11042553,鞍山西道地铁站,50路,7,117.149534,39.114566
BV10041235,卧龙里,50路,8,117.154236,39.11622
BV10041249,龙井里,50路,9,117.16709,39.114385
BV10041241,西湖村,50路,10,117.170338,39.114404
BV10041242,天大宿舍,50路,11,117.17422,39.114335
BV10041357,六里台桥,50路,12,117.18122,39.114978
BV10040426,新兴路站,50路,13,117.185363,39.11801
BV11038528,鞍山道地铁站,50路,14,117.188637,39.120152
BV10040806,滨江道站,50路,15,117.194103,39.119572
BV11430220,营口道山东路站,50路,16,117.203447,39.122463
BV11237355,和平路地铁站,50路,17,117.205221,39.127674
BV10691119,天津站公交站,50路,18,117.20576,39.135961
BV10995450,天津西站公交站,52路,1,117.165972,39.156372
BV10041042,大丰桥,52路,2,117.168892,39.151524
BV10041049,西马路,52路,3,117.169653,39.146532
BV10041050,复兴路,52路,4,117.162285,39.146576
BV10403859,吕祖堂,52路,5,117.157944,39.146812
BV09070063,红旗路黄河道,52路,6,117.149427,39.140664
BV10040945,长虹公园,52路,7,117.149406,39.135159
BV11038082,宜宾道地铁站,52路,8,117.149414,39.124542
BV10041043,西湖道,52路,9,117.149412,39.120201
BV11042553,鞍山西道地铁站,52路,10,117.149385,39.114386
BV11042131,天拖地铁站,52路,11,117.149375,39.109952
BV09053275,一中心医院地铁站,52路,12,117.149407,39.104621
BV10040942,天拖大楼南,52路,13,117.149387,39.103719
BV09196111,王顶堤立交桥南,52路,14,117.149379,39.094649
BV09060536,红旗南路园荫道,52路,15,117.149393,39.090622
BV10041035,育梁道,52路,16,117.152405,39.088341
BV10041044,市委党校,52路,17,117.155342,39.088348
BV10040315,动物园,52路,18,117.15875,39.085352
BV10041642,水乡花园,52路,19,117.162277,39.079819
BV10041641,时代奥城,52路,20,117.168518,39.079559
BV09196105,体育中心西,52路,21,117.172661,39.077639
BV10044735,体育中心公交站,52路,22,117.172455,39.073074
BV10041335,大直沽三号路,92路,1,117.238723,39.111532
BV10040606,河东体育场,92路,2,117.241838,39.114445
BV10040605,大桥道,92路,3,117.247391,39.110099
BV10040929,中山门二号路,92路,4,117.255204,39.110054
BV10890826,和静家园,92路,5,117.257722,39.113012
BV11125008,龙潭里,92路,6,117.261021,39.111445
BV09088122,互助西道,92路,7,117.258295,39.108069
BV10040604,二宫,92路,8,117.256714,39.104488
BV11042121,中山门地铁站,92路,9,117.263222,39.101315
BV09053278,昆仑桥西,92路,10,117.266655,39.099644
BV09072872,昆仑路津塘路,92路,11,117.274338,39.097618
BV09161027,昆仑路耐火路,92路,12,117.278703,39.10255
BV10042152,宁月花园,92路,13,117.27957,39.105017
BV09161027,昆仑路耐火路,92路,14,117.278381,39.102795
BV09072872,昆仑路津塘路,92路,15,117.27404,39.097881
BV10041463,万明园,92路,16,117.271897,39.095842
BV10041455,金月湾,92路,17,117.269096,39.09267
BV10403728,富民路公交站,92路,18,117.263394,39.087795
BV10403546,王顶堤北公交站,95路,1,117.140818,39.092502
BV09247247,王顶堤地铁站,95路,2,117.142405,39.092695
BV09053274,红旗南路地铁站,95路,3,117.146004,39.092628
BV09196111,王顶堤立交桥南,95路,4,117.149597,39.094311
BV10983829,天津图书馆,95路,5,117.157829,39.099529
BV10041354,周邓纪念馆,95路,6,117.164282,39.09558
BV11266052,复康路八里台,95路,7,117.173639,39.100456
BV11426776,吴家窑地铁站,95路,8,117.190253,39.10049
BV10040937,佟楼,95路,9,117.191292,39.100483
BV10040388,儿童医院,95路,10,117.200781,39.099166
BV10040936,友谊路,95路,11,117.206467,39.09799
BV10040935,四新宿舍,95路,12,117.211838,39.096653
BV11430044,西南楼地铁站,95路,13,117.214957,39.095764
BV09233672,围堤道隆昌路,95路,14,117.218984,39.093795
BV10537863,大沽南路日报大厦,95路,15,117.225477,39.09239
BV11430048,土城地铁站,95路,16,117.229553,39.090473
BV11219866,土城,95路,17,117.236786,39.08704
BV09070941,棉四宿舍,95路,18,117.244773,39.084861
BV11430092,大沽南路洞庭路,95路,19,117.253433,39.080872
BV11029362,复兴门地铁站,95路,20,117.258016,39.078064
BV10040438,柳苑公寓,95路,21,117.264862,39.074497
BV09196626,学苑北路地铁站,95路,22,117.270759,39.073049
BV10040440,灰堆,95路,23,117.277109,39.071029
BV10040441,灰堆南,95路,24,117.282738,39.068836
BV09251919,柳林路地铁站,95路,25,117.284797,39.073981
BV10044809,赛达新兴产业园公交站,96路,1,117.207439,38.983008
BV10417953,赛达伟业,96路,2,117.203254,38.983672
BV10417954,赛达八纬路,96路,3,117.201965,38.988998
BV10042333,峰山药王庙,96路,4,117.218539,38.99551
BV10041933,渤海天易园,96路,5,117.225109,38.995534
BV10042332,玛歌庄园,96路,6,117.229214,38.998798
BV10042331,赛达路宏源道,96路,7,117.227069,39.003546
BV10616558,百利电气,96路,8,117.227799,39.006645
BV10041837,大千管业,96路,9,117.228919,39.009101
BV10041838,喜满堂会馆,96路,10,117.228345,39.012374
BV10327098,武田药品,96路,11,117.228019,39.01667
BV11412788,西青开发区管委会,96路,12,117.216204,39.019723
BV09070904,友谊南路民和道站,96路,13,117.21672,39.024908
BV10041951,洛卡小镇,96路,14,117.217887,39.031306
BV10041732,汐岸国际,96路,15,117.217821,39.038364
BV10042328,天汐园,96路,16,117.218836,39.036632
BV10042327,天湾园,96路,17,117.224969,39.033826
BV10333051,天鹅湖,96路,18,117.228549,39.033612
BV11191282,天淼园,96路,19,117.23208,39.036579
BV10042323,天淳园,96路,20,117.23093,39.040787
BV10042322,梅江南水岸公馆,96路,21,117.227082,39.045067
BV10042321,万科水晶城,96路,22,117.225105,39.051006
BV10042325,梅江,96路,23,117.22567,39.054974
BV10327100,绥江道,96路,24,117.225205,39.059346
BV09069515,南珠桥地铁站,96路,25,117.2281,39.063615
BV11296196,珠江装饰城,96路,26,117.232352,39.065143
BV10041067,郁江南里,96路,27,117.232448,39.073034
BV10041068,文才公寓,96路,28,117.232487,39.07755
BV10041488,黑牛城道,96路,29,117.232481,39.081695
BV11590955,大沽南路,96路,30,117.232396,39.086632
BV09196117,天津医院,96路,31,117.232477,39.092346
BV10041185,小刘庄,96路,32,117.230065,39.103146
BV10403603,海河中学,96路,33,117.225382,39.109093
BV11651731,曲阜道,96路,34,117.218863,39.117551
BV09114510,大同道,96路,35,117.210278,39.12464
BV10041059,李公楼,96路,36,117.220143,39.13816
BV10041055,李地大街,96路,37,117.216095,39.142792
BV10041631,秋实园,96路,38,117.210135,39.143147
BV09166602,新兆路公交站,96路,39,117.20606,39.14034
BV11640809,香河汽车站,101路,1,116.974128,39.745609
BV11662402,五一路口,101路,2,116.993352,39.746555
BV11576181,王家摆东,101路,3,116.933822,39.745125
BV11036330,香汐花园,101路,4,116.918911,39.712951
BV10406682,天下第一城,101路,5,116.909682,39.712334
BV10715581,哮喘医院,101路,6,116.893447,39.711525
BV11036332,京津花园,101路,7,116.895616,39.703242
BV09239789,大王古庄镇政府,101路,8,116.825785,39.57121
BV09278492,大王古庄镇新镇区,101路,9,116.8335,39.555551
BV09239786,天津大禹节水公司,101路,10,116.829905,39.546432
BV09239790,天津蒙牛乳业,101路,11,116.818995,39.544435
BV09239787,京滨工业园管委会,101路,12,116.811529,39.552619
BV09239791,菜鸟物流园,101路,13,116.792901,39.549733
BV10343962,开发区汽车站,101路,14,116.769261,39.587387
BV11406353,大学城东门,101路,15,116.759983,39.601606
BV09239795,大学城三期,101路,16,116.741255,39.610895
BV10644948,白居易道,101路,17,116.728432,39.613748
BV11523484,阿尔卡迪亚,101路,18,116.715736,39.551079
BV10081747,河北工大,101路,19,116.705281,39.544461
BV10406631,万达广场,101路,20,116.708075,39.522015
BV11508487,廊坊客运总站,101路,21,116.708551,39.514743
BV10040161,新港客运码头,102路,1,117.733636,38.992671
BV10994633,二号门(一号路),102路,2,117.730281,38.996511
BV10403447,三百吨,102路,3,117.72407,38.998886
BV10040158,办公厅,102路,4,117.71882,39.000265
BV10040157,建港里,102路,5,117.713764,39.000106
BV10040156,解放门,102路,6,117.707993,39.00187
BV10040155,纪念碑,102路,7,117.703553,39.003168
BV10040154,四号码头,102路,8,117.698155,39.004336
BV10042177,朝阳楼,102路,9,117.693867,39.004808
BV10041913,老弯道,102路,10,117.689148,39.005325
BV10323523,向阳楼,102路,11,117.681771,39.008064
BV10041915,公安街,102路,12,117.680153,39.009106
BV10040115,东大街,102路,13,117.669375,39.014336
BV10867634,塘沽外滩公园(乐购门口),102路,14,117.666397,39.015465
BV10040152,和平路,102路,15,117.662285,39.01685
BV10040151,丹东街,102路,16,117.656866,39.018069
BV10040150,塘沽电视台,102路,17,117.654466,39.018615
BV10040149,浙江路小学,102路,18,117.650085,39.019585
BV10746640,工人新村(上海道),102路,19,117.644142,39.020901
BV10746642,实验学校(福建西路),102路,20,117.644343,39.023307
BV10715562,塘沽火车站(营口道),102路,21,117.643081,39.025108
BV10040122,滨海龙都小区,102路,22,117.63888,39.027682
BV10040137,新河船厂,102路,23,117.632416,39.029396
BV10040136,五车地,102路,24,117.629463,39.03006
BV10040135,胡北路,102路,25,117.624388,39.03145
BV10040134,红光家园,102路,26,117.617737,39.033375
BV10042314,滨海客运总站,102路,27,117.613841,39.03339
BV10040131,胡家园,102路,28,117.610291,39.030716
BV10040130,塘沽职专,102路,29,117.605156,39.029716
BV11477149,公路服务中心,102路,30,117.601425,39.029926
BV10040128,远洋城,102路,31,117.59645,39.03026
BV10040146,菁华津城,102路,32,117.593704,39.030449
BV10446581,头道沟,102路,33,117.586479,39.030945
BV10436395,六道沟,102路,34,117.580647,39.031344
BV09243568,12号桥,102路,35,117.574222,39.031863
BV10040144,馨桥园,102路,36,117.576306,39.030317
BV10040143,欣美园,102路,37,117.578056,39.025009
BV10040166,旭辉澜郡,102路,38,117.580777,39.019384
BV10040165,万通供热,102路,39,117.579601,39.016176
BV10040164,觉顺园,102路,40,117.573921,39.014065
BV11210482,西部新城(中七路),102路,41,117.573074,39.011387
BV11210480,塘沽育才学校,102路,42,117.574776,39.011036
BV11210481,贻成知祥园,102路,43,117.578155,39.012283
BV11210479,塘沽二幼,102路,44,117.581245,39.013432
BV11132733,西部新城公交站,102路,45,117.584686,39.01469
BV10566717,学院区公交站,104路,1,117.702964,39.085634
BV10042795,天津科技大学,104路,2,117.707565,39.082904
BV10042462,六合镁,104路,3,117.712357,39.081724
BV10042461,裕腾置业,104路,4,117.718508,39.080262
BV10040969,泰达公交公司,104路,5,117.719078,39.074612
BV10040963,污水处理厂,104路,6,117.717153,39.071425
BV11275984,热电公司(南海路),104路,7,117.714882,39.067768
BV10040967,村元电子,104路,8,117.712463,39.063507
BV10040970,津滨发展,104路,9,117.710632,39.05817
BV10042764,雀巢公司,104路,10,117.709054,39.053616
BV10042459,斯坦雷电器,104路,11,117.706502,39.046185
BV10040994,开泰科技园,104路,12,117.703995,39.043968
BV11368918,百合路,104路,13,117.696714,39.046597
BV10042457,北洋集装箱,104路,14,117.692526,39.048108
BV10042456,顶益食品,104路,15,117.688698,39.049505
BV10042455,梅兰日兰,104路,16,117.684219,39.05089
BV10042454,金江路,104路,17,117.668799,39.054808
BV10042453,丹江路,104路,18,117.664235,39.055102
BV10043370,工农村,104路,19,117.656075,39.054474
BV10044769,鸿正绿色家园,104路,20,117.650096,39.045402
BV10042448,奥林花园,104路,21,117.653683,39.044589
BV10042447,莱茵春天,104路,22,117.655726,39.044155
BV10040201,塘沽党校,104路,23,117.659375,39.041729
BV10040191,宜昌里,104路,24,117.657326,39.036221
BV10040208,贵阳里,104路,25,117.656713,39.03457
BV10040209,胜利宾馆,104路,26,117.655937,39.03244
BV10040204,泰和城小区,104路,27,117.65461,39.028919
BV10040205,塘沽大剧院,104路,28,117.651492,39.020411
BV10040149,浙江路小学,104路,29,117.650085,39.019585
BV10746640,工人新村(上海道),104路,30,117.644142,39.020901
BV10746642,实验学校(福建西路),104路,31,117.644343,39.023307
BV10715562,塘沽火车站(营口道),104路,32,117.643068,39.025118
BV10040122,滨海龙都小区,104路,33,117.638882,39.027682
BV10040137,新河船厂,104路,34,117.632416,39.029396
BV10040135,胡北路,104路,35,117.624388,39.03145
BV10040134,红光家园,104路,36,117.617737,39.033375
BV10042314,滨海客运总站,104路,37,117.613841,39.03339
BV10040131,胡家园,104路,38,117.610291,39.030716
BV10040130,塘沽职专,104路,39,117.605156,39.029716
BV11477149,公路服务中心,104路,40,117.601425,39.029926
BV10040128,远洋城,104路,41,117.59645,39.03026
BV10040146,菁华津城,104路,42,117.593704,39.030449
BV10446581,头道沟,104路,43,117.586479,39.030945
BV10436395,六道沟,104路,44,117.580633,39.031345
BV10040144,馨桥园,104路,45,117.576307,39.030318
BV10040143,欣美园,104路,46,117.578056,39.025009
BV10040166,旭辉澜郡,104路,47,117.580777,39.019384
BV10040165,万通供热,104路,48,117.579601,39.016176
BV10040164,觉顺园,104路,49,117.573921,39.014065
BV11210482,西部新城(中七路),104路,50,117.573074,39.011387
BV11210480,塘沽育才学校,104路,51,117.574776,39.011036
BV11210481,贻成知祥园,104路,52,117.578232,39.01231
BV11210479,塘沽二幼,104路,53,117.581248,39.013422
BV11132733,西部新城公交站,104路,54,117.584686,39.01469
BV11030800,郑庄子村,105路,1,117.545417,39.002635
BV11030805,于庄子小学,105路,2,117.54641,38.998581
BV11030803,于庄子村,105路,3,117.551814,38.999249
BV11030809,周庄子村,105路,4,117.559392,38.999865
BV11030802,田庄子村,105路,5,117.566272,39.000916
BV11030799,大埝村,105路,6,117.567684,39.003515
BV11294616,宇康园,105路,7,117.575051,39.005765
BV11030811,容器厂,105路,8,117.580747,39.006163
BV11030808,善门口村,105路,9,117.584388,39.006272
BV11634935,陈圈村,105路,10,117.592734,39.010013
BV11623994,张家圈村,105路,11,117.595164,39.01343
BV11623991,河头小学,105路,12,117.598237,39.014414
BV11623993,河头村,105路,13,117.603413,39.016468
BV11634936,外运仓库,105路,14,117.612164,39.021103
BV11623992,北海粮油,105路,15,117.617379,39.026028
BV10040135,胡北路,105路,16,117.624549,39.031181
BV10040136,五车地,105路,17,117.629135,39.030025
BV10040137,新河船厂,105路,18,117.633333,39.029092
BV10040122,滨海龙都小区,105路,19,117.638889,39.027335
BV10751498,塘沽火车站(大连道),105路,20,117.643272,39.025787
BV10040210,崇安里,105路,21,117.648567,39.02459
BV10040207,塘沽五中,105路,22,117.649232,39.02197
BV10040149,浙江路小学,105路,23,117.649142,39.019697
BV10040205,塘沽大剧院,105路,24,117.651627,39.020512
BV10040204,泰和城小区,105路,25,117.65477,39.028912
BV10040209,胜利宾馆,105路,26,117.655768,39.031693
BV10040208,贵阳里,105路,27,117.656714,39.034271
BV10040191,宜昌里,105路,28,117.657463,39.03624
BV10040201,塘沽党校,105路,29,117.659531,39.041779
BV11361764,康乐园(北),105路,30,117.664821,39.043077
BV10040177,宝山道,105路,31,117.660687,39.053234
BV10040176,贻正嘉合,105路,32,117.660316,39.058517
BV10040175,勤美达公司,105路,33,117.661049,39.062748
BV10040174,滨海创业园,105路,34,117.669868,39.067703
BV10040180,东江路,105路,35,117.676697,39.07201
BV11519698,二号门(二号路),107路(临时),1,117.730937,38.998264
BV11287897,新港影院,107路(临时),2,117.727878,38.999366
BV10040237,新港文体中心,107路(临时),3,117.724913,39.000431
BV10784614,港口医院,107路(临时),4,117.718033,39.002146
BV11078094,新港二号路(港航路),107路(临时),5,117.713051,39.002697
BV10040236,远洋宾馆,107路(临时),6,117.706584,39.003416
BV10040231,天科所,107路(临时),7,117.704575,39.003635
BV10040154,四号码头,107路(临时),8,117.698155,39.004336
BV10042177,朝阳楼,107路(临时),9,117.693867,39.004808
BV10041913,老弯道,107路(临时),10,117.689148,39.005325
BV10323523,向阳楼,107路(临时),11,117.681984,39.007958
BV10041915,公安街,107路(临时),12,117.680153,39.009106
BV10040115,东大街,107路(临时),13,117.669375,39.014336
BV10867634,塘沽外滩公园(乐购门口),107路(临时),14,117.666397,39.015465
BV10040152,和平路,107路(临时),15,117.662285,39.01685
BV10040151,丹东街,107路(临时),16,117.656866,39.018069
BV10040150,塘沽电视台,107路(临时),17,117.654466,39.018615
BV10040149,浙江路小学,107路(临时),18,117.650085,39.019585
BV09177577,宁波里小学站,107路(临时),19,117.644872,39.017972
BV09177575,大梁子渡口(福建路),107路(临时),20,117.644358,39.016682
BV10939760,新河庄(广州道),109路,1,117.637405,39.044418
BV10041909,岷江里,109路,2,117.640488,39.043732
BV11034907,湘江里(广州道),109路,3,117.643539,39.043045
BV10680515,塘沽九幼,109路,4,117.647423,39.042187
BV11034906,福建北路广州道,109路,5,117.65123,39.041344
BV10044841,锦州道,109路,6,117.651482,39.040184
BV10974405,福建北路杭州道,109路,7,117.651093,39.036488
BV10044277,杭州道医院,109路,8,117.654492,39.035706
BV10606412,中心北路杭州道,109路,9,117.657822,39.034977
BV10042784,吉宁里,109路,10,117.662445,39.033943
BV10040183,宏达公寓,109路,11,117.664101,39.0327
BV10843405,洋货市场北,109路,12,117.662537,39.028351
BV10040608,地道口,109路,13,117.661497,39.025547
BV11432630,烟台道,109路,14,117.659388,39.0198
